NOC,Event,medalcount
ITA,Diving Women's Springboard,1
ITA,Diving Women's Synchronized Springboard,1
ITA,"Fencing Women's epee, Individual",1
ITA,Rowing Men's Coxless Pairs,1
ITA,"Swimming Men's 1,500 metres Freestyle",2
ITA,"Wrestling Men's Welterweight, Freestyle",1
JOR,Taekwondo Men's Featherweight,1
JPN,Athletics Men's 50 kilometres Walk,1
JPN,Badminton Women's Singles,1
JPN,"Canoeing Men's Canadian Singles, Slalom",1
JPN,Gymnastics Men's Horse Vault,1
JPN,Swimming Men's 200 metres Individual Medley,1
JPN,Swimming Men's 4 x 200 metres Freestyle Relay,1
JPN,Table Tennis Men's Singles,1
JPN,Table Tennis Men's Team,1
JPN,Tennis Men's Singles,1
JPN,"Wrestling Men's Featherweight, Greco-Roman",1
JPN,"Wrestling Women's Featherweight, Freestyle",1
JPN,"Wrestling Women's Light-Heavyweight, Freestyle",1
KAZ,Boxing Men's Heavyweight,1
KAZ,Judo Men's Extra-Lightweight,1
KAZ,Judo Women's Extra-Lightweight,1
KAZ,Swimming Men's 200 metres Breaststroke,1
KAZ,Weightlifting Men's Featherweight,1
KAZ,Weightlifting Men's Heavyweight,1
KAZ,Weightlifting Men's Light-Heavyweight,1
KAZ,Weightlifting Women's Light-Heavyweight,1
KAZ,"Wrestling Women's Light-Heavyweight, Freestyle",1
KEN,Athletics Men's 400 metres Hurdles,1
KEN,Athletics Men's Javelin Throw,1
KOR,"Fencing Men's Sabre, Individual",1
KOR,Golf Women's Individual,1
KOR,Judo Women's Extra-Lightweight,1
KOR,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1
KOR,Taekwondo Women's Flyweight,1
KOR,"Wrestling Men's Middleweight, Greco-Roman",1
KOS,Judo Women's Half-Lightweight,1
LTU,"Canoeing Men's Kayak Doubles, 200 metres",1
LTU,Rowing Men's Double Sculls,1
LTU,Weightlifting Men's Middle-Heavyweight,1
MAS,Badminton Men's Doubles,1
MAS,Badminton Mixed Doubles,1
MAS,Cycling Men's Keirin,1
MAS,Diving Women's Synchronized Platform,1
MEX,Athletics Women's 20 kilometres Walk,1
MEX,Boxing Men's Middleweight,1
MEX,Diving Men's Platform,1
MEX,Modern Pentathlon Men's Individual,1
MGL,Boxing Men's Lightweight,1
MGL,Judo Women's Lightweight,1
NED,Athletics Women's 200 metres,1
NED,Beach Volleyball Men's Beach Volleyball,1
NED,Boxing Women's Middleweight,1
NED,Cycling Men's BMX,1
NED,Cycling Men's Individual Time Trial,1
NED,Cycling Women's Keirin,1
NED,Gymnastics Women's Balance Beam,1
NED,Rowing Women's Quadruple Sculls,1
NED,Swimming Women's 10 kilometres Open Water,1
NIG,Taekwondo Men's Heavyweight,1
NOR,Rowing Men's Lightweight Double Sculls,1
NOR,"Wrestling Men's Featherweight, Greco-Roman",1
NZL,Athletics Men's Shot Put,1
NZL,Athletics Women's Pole Vault,1
NZL,"Canoeing Women's Kayak Singles, 500 metres",1
NZL,"Canoeing Women's Kayak Singles, Slalom",1
NZL,Cycling Men's Team Sprint,1
NZL,Golf Women's Individual,1
NZL,Rugby Sevens Women's Rugby Sevens,1
NZL,Sailing Men's One Person Dinghy,1
NZL,Sailing Women's Skiff,1
NZL,Shooting Women's Trap,1
PHI,Weightlifting Women's Featherweight,1
POL,"Canoeing Women's Kayak Singles, 200 metres",1
POL,"Cycling Men's Road Race, Individual",1
POL,Modern Pentathlon Women's Individual,1
POL,Rowing Women's Quadruple Sculls,1
POL,"Wrestling Women's Middleweight, Freestyle",1
POR,Judo Women's Lightweight,1
PRK,Gymnastics Men's Horse Vault,1
PRK,Weightlifting Women's Heavyweight,1
PRK,Weightlifting Women's Super-Heavyweight,1
PUR,Tennis Women's Singles,1
ROU,"Fencing Women's epee, Team",1
ROU,Tennis Men's Doubles,1
ROU,"Wrestling Men's Heavyweight, Freestyle",1
RSA,Athletics Men's 400 metres,1
RSA,Athletics Women's Javelin Throw,1
RSA,Rugby Sevens Men's Rugby Sevens,1
RSA,Swimming Men's 200 metres Freestyle,1
RSA,Triathlon Men's Olympic Distance,1
RUS,Archery Women's Team,1
RUS,Boxing Men's Light-Welterweight,1
RUS,"Canoeing Men's Canadian Singles, 1,000 metres",1
RUS,"Canoeing Men's Kayak Singles, 1,000 metres",1
RUS,Cycling Men's Sprint,1
RUS,Cycling Women's Team Sprint,1
RUS,"Fencing Women's Foil, Individual",1
RUS,"Fencing Women's Sabre, Team",1
RUS,Gymnastics Men's Rings,1
RUS,Judo Women's Half-Lightweight,1
RUS,Sailing Women's Windsurfer,1
RUS,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1
RUS,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1
RUS,Swimming Men's 200 metres Breaststroke,1
RUS,Swimming Women's 100 metres Breaststroke,1
RUS,Taekwondo Men's Featherweight,1
RUS,"Wrestling Women's Light-Heavyweight, Freestyle",1
RUS,"Wrestling Women's Lightweight, Freestyle",1
SGP,Swimming Men's 100 metres Butterfly,1
SLO,"Canoeing Men's Kayak Singles, Slalom",1
SLO,Judo Women's Half-Heavyweight,1
SLO,Sailing Men's One Person Heavyweight Dinghy,1
SRB,Athletics Women's Long Jump,1
SRB,Basketball Men's Basketball,1
SRB,Basketball Women's Basketball,1
SRB,"Canoeing Men's Kayak Doubles, 1,000 metres",1
SRB,Taekwondo Women's Flyweight,1
SRB,Volleyball Women's Volleyball,1
SRB,"Wrestling Men's Welterweight, Greco-Roman",1
SUI,Gymnastics Women's Horse Vault,1
SUI,Rowing Men's Lightweight Coxless Fours,1
SUI,"Shooting Women's Sporting Pistol, 25 metres",1
SUI,Tennis Women's Doubles,1
SVK,Athletics Men's 50 kilometres Walk,1
SWE,"Cycling Women's Mountainbike, Cross-Country",1
SWE,Football Women's Football,1
SWE,Golf Men's Individual,1
SWE,Shooting Men's Skeet,1
SWE,Swimming Women's 100 metres Butterfly,1
SWE,Swimming Women's 200 metres Freestyle,1
SWE,"Wrestling Women's Featherweight, Freestyle",1
SWE,"Wrestling Women's Light-Heavyweight, Freestyle",1
THA,Taekwondo Men's Flyweight,1
THA,Weightlifting Men's Bantamweight,1
TJK,Athletics Men's Hammer Throw,1
TPE,Weightlifting Women's Lightweight,1
TUN,"Fencing Women's Foil, Individual",1
TUN,Taekwondo Men's Welterweight,1
TUN,"Wrestling Women's Lightweight, Freestyle",1
TUR,Athletics Men's 400 metres Hurdles,1
TUR,Weightlifting Men's Lightweight,1
TUR,"Wrestling Men's Light-Heavyweight, Freestyle",1
UAE,Judo Men's Half-Middleweight,1
UKR,Athletics Men's High Jump,1
UKR,"Canoeing Men's Canadian Doubles, 1,000 metres",1
UKR,Modern Pentathlon Men's Individual,1
UKR,"Shooting Men's Air Rifle, 10 metres",1
UKR,"Wrestling Men's Light-Heavyweight, Greco-Roman",1
USA,"Athletics Men's 3,000 metres Steeplechase",1
USA,"Athletics Men's 5,000 metres",1
USA,Athletics Men's 800 metres,1
USA,"Athletics Women's 1,500 metres",1
USA,"Athletics Women's 3,000 metres Steeplechase",1
USA,Athletics Women's Shot Put,1
USA,Boxing Men's Light-Flyweight,1
USA,"Fencing Men's Foil, Individual",1
USA,"Fencing Men's Foil, Team",1
USA,"Fencing Men's Sabre, Individual",1
USA,Golf Men's Individual,1
USA,Gymnastics Men's Parallel Bars,1
USA,Gymnastics Men's Pommelled Horse,1
USA,Judo Men's Half-Middleweight,1
USA,Sailing Men's One Person Heavyweight Dinghy,1
USA,Taekwondo Women's Heavyweight,1
USA,"Wrestling Women's Featherweight, Freestyle",1
UZB,Boxing Men's Flyweight,1
UZB,Boxing Men's Heavyweight,1
UZB,Boxing Men's Light-Flyweight,1
UZB,Boxing Men's Welterweight,1
UZB,Judo Men's Half-Lightweight,1
UZB,Weightlifting Men's Heavyweight,1
UZB,"Wrestling Men's Featherweight, Greco-Roman",1
UZB,"Wrestling Men's Welterweight, Freestyle",1
VEN,Athletics Women's Triple Jump,1
VEN,Boxing Men's Flyweight,1
VEN,Cycling Women's BMX,1
VIE,"Shooting Men's Air Pistol, 10 metres",1
VIE,"Shooting Men's Free Pistol, 50 metres",1
MAR,Men's 3000m Steeplechase,2
ARG,Women Team,1
ARG,Men Team,2
ARM,Men's Vault,2
ARM,Men's Light (57-63kg),1
ARM,Men's 109kg,1
ARM,Men's Greco-Roman 97kg,2
AUS,Men's Decathlon,1
AUS,Women's High Jump,3
AUS,Women's Javelin Throw,1
AUS,Men Team,2
AUS,Women Team,1
AUS,Men's Light (57-63kg),1
AUS,Women's Canoe,1
AUS,Women's Kayak,1
AUS,Men's Kayak Double 1000m Team,1
AUS,Men's Park,3
AUS,Men's Individual Time Trial,1
AUS,Men's Team Pursuit Team,1
AUS,Women's 10m Platform,1
AUS,Eventing Individual,2
AUS,Eventing Team,1
AUS,Women's 10km,1
AUS,Men's Four Team,1
AUS,Men's Quadruple Sculls Team,1
AUS,Women's Four Team,1
AUS,Women's Quadruple Sculls Team,1
AUS,Men's One Person Dinghy - Laser,1
AUS,Men's Two Person Dinghy - 470 Team,1
AUS,Men,2
AUS,Men's 100m Freestyle,2
AUS,Men's 200m Breaststroke,2
AUS,Men's 4 x 100m Freestyle Relay Team,1
AUS,Men's 4 x 200m Freestyle Relay Team,1
AUS,Men's 400m Freestyle,2
AUS,Men's 400m Individual Medley,1
AUS,Mixed 4 x 100m Medley Relay Team,1
AUS,Women's 100m Backstroke,2
AUS,Women's 100m Butterfly,1
AUS,Women's 100m Freestyle,2
AUS,Women's 200m Backstroke,3
AUS,Women's 200m Freestyle,3
AUS,Women's 4 x 100m Freestyle Relay Team,1
AUS,Women's 4 x 100m Medley Relay Team,1
AUS,Women's 4 x 200m Freestyle Relay Team,1
AUS,Women's 400m Freestyle,2
AUS,Women's 50m Freestyle,2
AUS,Women's 800m Freestyle,2
AUS,Mixed Doubles Team,1
AUT,Men's Discus Throw,1
AUT,Women's Road Race,1
AUT,Men -81 kg,1
AUT,Women -70 kg,2
AUT,Women's Kumite -55kg,1
AUT,Women's Single Sculls,1
AUT,Men's Combined,1
AZE,Men's Light Heavy (75-81kg),1
AZE,Women +78 kg,1
AZE,Men's Kumite -75kg,1
AZE,Women's Kumite +61kg,1
AZE,Men's Freestyle 65kg,1
AZE,Men's Greco-Roman 77kg,1
AZE,Women's Freestyle 50kg,1
BAH,Men's 400m,1
BAH,Women's 400m,1
BEL,Women's Uneven Bars,1
BEL,Men's Marathon,2
BEL,Women's Heptathlon,3
BEL,Men's Road Race,2
BEL,Jumping Team,1
BEL,Men Team,1
BEL,Men -81 kg,1
BER,Women's Individual,1
BLR,Men's High Jump,1
BLR,Women's Kayak Four 500m Team,1
BLR,Individual All-Around,1
BLR,Men,1
BLR,Men's Freestyle 74kg,1
BLR,Women's Freestyle 53kg,1
BLR,Women's Freestyle 57kg,1
BOT,Men's 4 x 400m Relay Team,1
BRA,Women's All-Around,2
BRA,Women's Vault,2
BRA,Men's 400m Hurdles,2
BRA,Men's Pole Vault,1
BRA,Men's Heavy (81-91kg),1
BRA,Men's Middle (69-75kg),1
BRA,Women's Light (57-60kg),1
BRA,Men's Canoe Single 1000m,2
BRA,Men Team,1
BRA,Men -66 kg,2
BRA,Women -78 kg,1
BRA,Women's 10km,1
BRA,Women's Skiff - 49er  Team,1
BRA,Men's Park,2
BRA,Men's Street,1
BRA,Women's Street,2
BRA,Men,2
BRA,Men's 200m Freestyle,1
BRA,Men's 50m Freestyle,1
BRA,Women's Doubles Team,1
BRA,Women Team,1
BRN,"Women's 10,000m",1
BUL,Women's Fly (48-51kg),1
BUL,Women's Kumite -55kg,1
BUL,Group All-Around Team,1
BUL,10m Air Pistol Women,1
BUL,Women's Freestyle 57kg,1
BUL,Women's Freestyle 62kg,1
BUR,Men's Triple Jump,1
CAN,Men's 100m,1
CAN,Men's 200m,1
CAN,Men's 4 x 100m Relay Team,1
CAN,Men's 5000m,1
CAN,Men's 50km Race Walk,1
CAN,Men's Decathlon,1
CAN,Softball Team,1
CAN,Women's Canoe Double 500m Team,1
CAN,Women's Canoe Single 200m,2
CAN,Women's Keirin,1
CAN,Women's Sprint,1
CAN,Women's Synchronised 3m Springboard Team,1
CAN,Women Team,1
CAN,Women -57 kg,2
CAN,Women -63 kg,1
CAN,Women's Eight Team,1
CAN,Women's Pair Team,1
CAN,Women's 100m Backstroke,1
CAN,Women's 100m Butterfly,1
CAN,Women's 200m Backstroke,2
CAN,Women's 200m Freestyle,1
CAN,Women's 4 x 100m Freestyle Relay Team,1
CAN,Women's 4 x 100m Medley Relay Team,1
CAN,Women's 64kg,1
CHN,Women Team,1
CHN,Men's All-Around,3
CHN,Men's Floor Exercise,1
CHN,Men's Parallel Bars,2
CHN,Men's Rings,4
CHN,Men's Team,4
CHN,Women's Balance Beam,3
CHN,Duet Team,1
CHN,Team,2
CHN,Men's Triple Jump,1
CHN,Women's 20km Race Walk,2
CHN,Women's Hammer Throw,2
CHN,Women's Javelin Throw,1
CHN,Women's Shot Put,2
CHN,Men's Doubles Team,1
CHN,Men's Singles,4
CHN,Mixed Doubles Team,3
CHN,Women's Doubles Team,1
CHN,Women's Singles,7
CHN,Women's Middle (69-75kg),1
CHN,Women's Welter (64-69kg),1
CHN,Men's Canoe Double 1000m Team,1
CHN,Men's Canoe Single 1000m,1
CHN,Women's Canoe Double 500m Team,1
CHN,Women's Team Sprint Team,1
CHN,Men's 10m Platform,3
CHN,Men's 3m Springboard,4
CHN,Men's Synchronised 10m Platform Team,1
CHN,Men's Synchronised 3m Springboard Team,1
CHN,Women's 10m Platform,4
CHN,Women's 3m Springboard,4
CHN,Women's Synchronised 10m Platform Team,1
CHN,Women's Synchronised 3m Springboard Team,1
CHN,Women's 脡p茅e Individual,1
CHN,Women's Kumite +61kg,1
CHN,Women's Kumite -61kg,1
CHN,Men's Double Sculls Team,1
CHN,Women's Eight Team,1
CHN,Women's Quadruple Sculls Team,1
CHN,Men's Windsurfer - RS:X,1
CHN,Women's Windsurfer - RS:X,1
CHN,10m Air Pistol Men,2
CHN,10m Air Pistol Mixed Team,1
CHN,10m Air Pistol Women,1
CHN,10m Air Rifle Men,3
CHN,10m Air Rifle Mixed Team,2
CHN,10m Air Rifle Women,2
CHN,25m Pistol Women,1
CHN,25m Rapid Fire Pistol Men,3
CHN,50m Rifle 3 Positions Men,2
CHN,Skeet Women,1
CHN,Men's 200m Individual Medley,2
CHN,Mixed 4 x 100m Medley Relay Team,1
CHN,Women's 100m Butterfly,2
CHN,Women's 200m Butterfly,2
CHN,Women's 4 x 200m Freestyle Relay Team,1
CHN,Women's 400m Freestyle,1
CHN,Women's Team,3
CHN,Men -68kg,2
CHN,Men,3
CHN,Women,3
CHN,Men's 61kg,2
CHN,Men's 67kg,1
CHN,Men's 73kg,1
CHN,Men's 81kg,1
CHN,Women's +87kg,1
CHN,Women's 49kg,2
CHN,Women's 55kg,1
CHN,Women's 87kg,1
CHN,Men's Greco-Roman 60kg,2
CHN,Women's Freestyle 50kg,2
CHN,Women's Freestyle 53kg,2
CHN,Women's Freestyle 76kg,1
CIV,Women -67kg,1
COL,Men's 400m,1
COL,Women's 20km Race Walk,1
COL,Men,1
COL,Women,1
COL,Men's 67kg,1
CRO,Men's Horizontal Bar,1
CRO,Men's Pair Team,1
CRO,Men's Single Sculls,1
CRO,Men's One Person Dinghy - Laser,1
CRO,Men -80kg,1
CRO,Women -67kg,1
CRO,Men's Doubles Team,2
CUB,Men's Long Jump,2
CUB,Women's Discus Throw,1
CUB,Men's Feather (52-57kg),1
CUB,Men's Heavy (81-91kg),1
CUB,Men's Light (57-63kg),1
CUB,Men's Light Heavy (75-81kg),1
CUB,Men's Welter (63-69kg),1
CUB,Men's Canoe Double 1000m Team,1
CUB,Women +78 kg,1
CUB,25m Rapid Fire Pistol Men,1
CUB,Men +80kg,2
CUB,Men's Freestyle 97kg,1
CUB,Men's Greco-Roman 130kg,2
CUB,Men's Greco-Roman 60kg,1
CZE,Men's Javelin Throw,2
CZE,Men's Canoe,1
CZE,Men's Kayak,1
CZE,Men's Kayak Double 1000m Team,1
CZE,Men's Foil Individual,1
CZE,Men +100 kg,1
CZE,Trap Men,2
CZE,Women's Doubles Team,1
CZE,Women's Singles,1
DEN,Men's Singles,2
DEN,Women's Kayak Single 200m,1
DEN,Women's Kayak Single 500m,2
DEN,Men's Madison Team,1
DEN,Men's Team Pursuit Team,1
DEN,Women's Madison Team,1
DEN,Men Team,1
DEN,Men's Pair Team,1
DEN,Women's One Person Dinghy - Laser Radial,1
DEN,Skeet Men,1
DEN,Women's 50m Freestyle,1
DOM,4 x 400m Relay Mixed Team,1
DOM,Women's 400m,2
DOM,Baseball Team,1
DOM,Men's 81kg,1
DOM,Women's 87kg,1
ECU,Men's Road Race,1
ECU,Women's 76kg,1
ECU,Women's 87kg,1
EGY,Women's Kumite +61kg,1
EGY,Women's Kumite -61kg,1
EGY,Men's Individual,2
EGY,Men -80kg,1
EGY,Women -67kg,1
EGY,Men's Greco-Roman 67kg,1
ESP,Men's Floor Exercise,1
ESP,Women's Triple Jump,1
ESP,Women's Kayak,1
ESP,Men's Kayak Four 500m Team,1
ESP,Women's Kayak Single 200m,1
ESP,Men's Cross-country,1
ESP,Men Team,2
ESP,Men's Kata,1
ESP,Women's Kata,1
ESP,Men's One Person Dinghy (Heavyweight) - Finn,1
ESP,Men's Two Person Dinghy - 470 Team,1
ESP,Trap Mixed Team,1
ESP,Men's Combined,1
ESP,Women -49kg,1
ESP,Men's Singles,2
ESP,Women Team,1
EST,Women's 脡p茅e Individual,1
EST,Women's 脡p茅e Team,1
ETH,"Men's 10,000m",2
ETH,Men's 3000m Steeplechase,1
ETH,"Women's 10,000m",1
ETH,Women's 5000m,1
FIJ,Men Team,1
FIJ,Women Team,1
FIN,Women's Light (57-60kg),1
FIN,Men's 200m Breaststroke,1
FRA,Men's Decathlon,1
FRA,Men Team,3
FRA,Women Team,3
FRA,Men's Madison Team,1
FRA,Men's Team Sprint Team,1
FRA,Eventing Team,2
FRA,Men's Foil Team,2
FRA,Men's 脡p茅e Individual,2
FRA,Women's Foil Team,1
FRA,Women's Sabre Individual,3
FRA,Women's Sabre Team,1
FRA,Men +100 kg,2
FRA,Men -60 kg,2
FRA,Mixed Team,2
FRA,Women +78 kg,2
FRA,Women -52 kg,2
FRA,Women -57 kg,2
FRA,Women -63 kg,2
FRA,Women -78 kg,1
FRA,Men's Kumite -67kg,1
FRA,Lightweight Women's Double Sculls Team,1
FRA,Men's Double Sculls Team,1
FRA,Men's Windsurfer - RS:X,1
FRA,Women's Two Person Dinghy - 470 Team,1
FRA,Women's Windsurfer - RS:X,1
FRA,25m Rapid Fire Pistol Men,1
FRA,Men's 50m Freestyle,2
FRA,Women +67kg,2
FRA,Mixed Relay Team,1
GBR,Men's Pommel Horse,1
GBR,Women's Team,1
GBR,Men's 1500m,2
GBR,Men's 4 x 100m Relay Team,1
GBR,Women's 1500m,2
GBR,Women's 4 x 100m Relay Team,1
GBR,Women's 800m,2
GBR,Women's Pole Vault,1
GBR,Men's Fly (48-52kg),1
GBR,Men's Light Heavy (75-81kg),1
GBR,Men's Super Heavy (+91kg),1
GBR,Men's Welter (63-69kg),1
GBR,Women's Feather (54-57kg),1
GBR,Women's Middle (69-75kg),1
GBR,Women's Canoe,1
GBR,Men's Kayak Single 200m,1
GBR,Men's Park,2
GBR,Women's Park,3
GBR,Men,1
GBR,Women,3
GBR,Men's Cross-country,1
GBR,Men's Keirin,1
GBR,Men's Madison Team,1
GBR,Men's Omnium,1
GBR,Men's Sprint,2
GBR,Men's Team Sprint Team,1
GBR,Women's Madison Team,1
GBR,Women's Team Pursuit Team,1
GBR,Men's 10m Platform,2
GBR,Men's 3m Springboard,1
GBR,Men's Synchronised 10m Platform Team,1
GBR,Dressage Individual,2
GBR,Dressage Team,2
GBR,Eventing Individual,2
GBR,Eventing Team,2
GBR,Jumping Individual,1
GBR,Women Team,1
GBR,Women -52 kg,1
GBR,Men's Individual,3
GBR,Women's Individual,3
GBR,Men's Eight Team,1
GBR,Men's Quadruple Sculls Team,1
GBR,Men's One Person Dinghy (Heavyweight) - Finn,1
GBR,Men's Skiff - 49er Team,1
GBR,Mixed Multihull - Nacra 17 Foiling Team,1
GBR,Women's Two Person Dinghy - 470 Team,1
GBR,Women's Windsurfer - RS:X,1
GBR,Trap Men,2
GBR,Men's 100m Breaststroke,2
GBR,Men's 200m Backstroke,1
GBR,Men's 200m Freestyle,3
GBR,Men's 200m Individual Medley,2
GBR,Men's 4 x 100m Medley Relay Team,1
GBR,Men's 4 x 200m Freestyle Relay Team,1
GBR,Mixed 4 x 100m Medley Relay Team,1
GBR,Men -68kg,1
GBR,Women +67kg,1
GBR,Women -67kg,1
GBR,Mixed Relay Team,1
GBR,Women's +87kg,1
GEO,Men +100 kg,1
GEO,Men -66 kg,1
GEO,Men -73 kg,1
GEO,Men -90 kg,2
GEO,Men's +109kg,1
GEO,Men's 96kg,1
GEO,Men's Freestyle 125kg,2
GEO,Men's Greco-Roman 130kg,1
GER,Women's Team,1
GER,Men's Parallel Bars,1
GER,Men's 50km Race Walk,1
GER,Women's Discus Throw,1
GER,Women's Long Jump,2
GER,Men's Canoe,1
GER,Men's Kayak,1
GER,Women's Canoe,1
GER,Women's Kayak,1
GER,Men's Canoe Double 1000m Team,1
GER,Men's Kayak Double 1000m Team,1
GER,Men's Kayak Four 500m Team,1
GER,Women's Team Pursuit Team,1
GER,Women's Team Sprint Team,1
GER,Men's Synchronised 3m Springboard Team,1
GER,Women's Synchronised 3m Springboard Team,1
GER,Dressage Individual,4
GER,Dressage Team,2
GER,Eventing Individual,2
GER,Men -90 kg,1
GER,Mixed Team,2
GER,Women -78 kg,1
GER,Men's 10km,1
GER,Lightweight Men's Double Sculls Team,1
GER,Men's Eight Team,1
GER,Men's Skiff - 49er Team,1
GER,Mixed Multihull - Nacra 17 Foiling Team,1
GER,Women's Skiff - 49er  Team,1
GER,Men's 1500m Freestyle,1
GER,Women's 1500m Freestyle,2
GER,Men's Singles,2
GER,Men's Team,1
GER,Men's Greco-Roman 67kg,1
GER,Men's Greco-Roman 87kg,1
GER,Women's Freestyle 76kg,1
GHA,Men's Feather (52-57kg),1
GRE,Men's Rings,2
GRE,Men's Long Jump,2
GRE,Men's Single Sculls,1
GRE,Men Team,1
GRN,Men's 400m,1
HKG,Women's Sprint,1
HKG,Men's Foil Individual,2
HKG,Women's Kata,1
HKG,Women's 100m Freestyle,2
HKG,Women's 200m Freestyle,2
HKG,Women's Team,1
HUN,Men's Kayak Single 1000m,4
HUN,Men's Kayak Single 200m,1
HUN,Women's Kayak Double 500m Team,1
HUN,Women's Kayak Four 500m Team,1
HUN,Women's Kayak Single 500m,2
HUN,Men's Sabre Individual,1
HUN,Men's Sabre Team,2
HUN,Men's 脡p茅e Individual,1
HUN,Men -90 kg,1
HUN,Men's Kumite -75kg,1
HUN,Men's 10km,2
HUN,Women's Individual,2
HUN,Men's One Person Dinghy (Heavyweight) - Finn,1
HUN,Men's 100m Butterfly,2
HUN,Men's 200m Butterfly,2
HUN,Men Team,1
HUN,Women Team,1
HUN,Men's Greco-Roman 77kg,1
HUN,Men's Greco-Roman 87kg,1
INA,Men's Singles,1
INA,Women's Doubles Team,1
INA,Men's 61kg,1
INA,Men's 73kg,2
INA,Women's 49kg,1
IND,Men's Javelin Throw,2
IND,Women's Singles,1
IND,Women's Welter (64-69kg),1
IND,Men Team,1
IND,Women's 49kg,1
IND,Men's Freestyle 57kg,2
IND,Men's Freestyle 65kg,1
IRI,Men's Kumite +75kg,1
IRI,10m Air Pistol Men,1
IRI,Men's +109kg,1
IRI,Men's Freestyle 125kg,2
IRI,Men's Freestyle 86kg,2
IRI,Men's Greco-Roman 67kg,2
IRI,Men's Greco-Roman 97kg,2
IRL,Men's Welter (63-69kg),1
IRL,Women's Light (57-60kg),1
IRL,Lightweight Men's Double Sculls Team,1
IRL,Women's Four Team,1
ISR,Men's Floor Exercise,2
ISR,Mixed Team,1
ISR,Individual All-Around,1
ISR,Women -49kg,1
ITA,Men's Individual,2
ITA,Women's Individual,1
ITA,Women's Floor Exercise,1
ITA,Men's 100m,1
ITA,Men's 20km Race Walk,1
ITA,Men's 4 x 100m Relay Team,1
ITA,Men's High Jump,1
ITA,Women's 20km Race Walk,1
ITA,Women's Feather (54-57kg),1
ITA,Men's Kayak Single 200m,1
ITA,Women's Road Race,1
ITA,Men's Omnium,1
ITA,Men's Team Pursuit Team,1
ITA,Men's Foil Individual,2
ITA,Men's Sabre Individual,2
ITA,Men's Sabre Team,1
ITA,Women's Foil Team,2
ITA,Women's 脡p茅e Team,2
ITA,Women -52 kg,1
ITA,Women -63 kg,1
ITA,Men's Kumite -75kg,1
ITA,Women's Kata,1
ITA,Men's 10km,1
ITA,Group All-Around Team,1
ITA,Lightweight Men's Double Sculls Team,1
ITA,Lightweight Women's Double Sculls Team,1
ITA,Men's Four Team,1
ITA,Mixed Multihull - Nacra 17 Foiling Team,1
ITA,Skeet Women,1
ITA,Men's 100m Breaststroke,2
ITA,Men's 200m Butterfly,1
ITA,Men's 4 x 100m Freestyle Relay Team,1
ITA,Men's 4 x 100m Medley Relay Team,1
ITA,Men's 800m Freestyle,1
ITA,Women's 800m Freestyle,1
ITA,Men -58kg,1
ITA,Men's 67kg,1
ITA,Men's 81kg,1
ITA,Women's 64kg,1
ITA,Men's Freestyle 97kg,1
JAM,Men's 110m Hurdles,3
JAM,Women's 100m,3
JAM,Women's 100m Hurdles,1
JAM,Women's 200m,1
JAM,Women's 4 x 100m Relay Team,1
JAM,Women's 4 x 400m Relay Team,1
JOR,Men's Kumite -67kg,1
JOR,Men -80kg,1
JPN,Men's Individual,2
JPN,Men's Team,4
JPN,Men's All-Around,2
JPN,Men's Horizontal Bar,2
JPN,Men's Pommel Horse,1
JPN,Women's Floor Exercise,1
JPN,Men's 20km Race Walk,2
JPN,Mixed Doubles Team,2
JPN,Baseball Team,1
JPN,Softball Team,1
JPN,Women Team,1
JPN,Men's Fly (48-52kg),1
JPN,Women's Feather (54-57kg),1
JPN,Women's Fly (48-51kg),1
JPN,Women's Omnium,1
JPN,Men's 脡p茅e Team,2
JPN,Women's Individual Stroke Play,1
JPN,Men -100 kg,1
JPN,Men -60 kg,2
JPN,Men -66 kg,2
JPN,Men -73 kg,2
JPN,Men -81 kg,2
JPN,Mixed Team,2
JPN,Women +78 kg,1
JPN,Women -48 kg,2
JPN,Women -52 kg,1
JPN,Women -57 kg,2
JPN,Women -70 kg,1
JPN,Women -78 kg,1
JPN,Men's Kata,1
JPN,Men's Kumite +75kg,1
JPN,Women's Kata,1
JPN,Men's Street,2
JPN,Women's Park,3
JPN,Women's Street,4
JPN,Women's Combined,2
JPN,Men,1
JPN,Women,1
JPN,Men's 200m Butterfly,1
JPN,Women's 200m Individual Medley,1
JPN,Women's 400m Individual Medley,1
JPN,Women's Singles,2
JPN,Women's Team,2
JPN,Women's 59kg,1
JPN,Men's Freestyle 65kg,2
JPN,Men's Greco-Roman 60kg,2
JPN,Men's Greco-Roman 77kg,2
JPN,Women's Freestyle 50kg,2
JPN,Women's Freestyle 53kg,2
JPN,Women's Freestyle 57kg,2
JPN,Women's Freestyle 62kg,2
KAZ,Men's Fly (48-52kg),1
KAZ,Men's Super Heavy (+91kg),1
KAZ,Men -60 kg,2
KAZ,Men's Kumite -67kg,1
KAZ,Women's Kumite +61kg,1
KAZ,Men's 61kg,1
KAZ,Women's 55kg,1
KAZ,Men's Freestyle 57kg,1
KEN,Men's 1500m,1
KEN,Men's 3000m Steeplechase,2
KEN,Men's 800m,3
KEN,Men's Marathon,2
KEN,Women's 1500m,2
KEN,Women's 3000m Steeplechase,2
KEN,Women's 5000m,3
