NOC,Year,Sport,Event,Host,Bronze,Gold,Silver,Country,Tier
AUS,1968,Athletics,Athletics Men's 800 metres,MEX,0.0,1.0,0,Australia,4
AUS,1968,Athletics,Athletics Women's 200 metres,MEX,1.0,0.0,1,Australia,4
AUS,1968,Athletics,Athletics Women's 80 metres Hurdles,MEX,0.0,1.0,1,Australia,4
AUS,1968,Equestrianism,Equestrianism Mixed Three-Day Event Team,MEX,1.0,0.0,0,Australia,4
AUS,1968,Hockey,Hockey Men's Hockey,MEX,0.0,0.0,1,Australia,4
AUS,1968,Rowing,Rowing Men's Coxed Eights,MEX,0.0,0.0,1,Australia,4
AUS,1968,Swimming,Swimming Men's 1500 metres Freestyle,MEX,1.0,0.0,0,Australia,4
AUS,1968,Swimming,Swimming Men's 100 metres Freestyle,MEX,0.0,1.0,0,Australia,4
AUS,1968,Swimming,Swimming Men's 200 metres Freestyle,MEX,0.0,1.0,0,Australia,4
AUS,1968,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,MEX,1.0,0.0,0,Australia,4
AUS,1968,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,MEX,0.0,0.0,1,Australia,4
AUS,1968,Swimming,Swimming Women's 100 metres Butterfly,MEX,0.0,1.0,0,Australia,4
AUS,1968,Swimming,Swimming Women's 4 x 100 metres Medley Relay,MEX,0.0,0.0,1,Australia,4
AUS,1968,Swimming,Swimming Women's 400 metres Freestyle,MEX,1.0,0.0,0,Australia,4
AUS,1972,Athletics,Athletics Women's 100 metres,FRG,0.0,0.0,1,Australia,4
AUS,1972,Athletics,Athletics Women's 200 metres,FRG,0.0,0.0,1,Australia,4
AUS,1972,Cycling,Cycling Men's 1000 metres Time Trial,FRG,0.0,0.0,1,Australia,4
AUS,1972,Cycling,Cycling Men's Road Race Individual,FRG,0.0,0.0,1,Australia,4
AUS,1972,Cycling,Cycling Men's Sprint,FRG,0.0,0.0,1,Australia,4
AUS,1972,Sailing,Sailing Mixed Three Person Keelboat,FRG,0.0,1.0,0,Australia,4
AUS,1972,Sailing,Sailing Mixed Two Person Keelboat,FRG,0.0,1.0,0,Australia,4
AUS,1972,Swimming,Swimming Men's 1500 metres Freestyle,FRG,0.0,0.0,1,Australia,4
AUS,1972,Swimming,Swimming Men's 400 metres Freestyle,FRG,0.0,1.0,0,Australia,4
AUS,1972,Swimming,Swimming Women's 100 metres Breaststroke,FRG,1.0,0.0,0,Australia,4
AUS,1972,Swimming,Swimming Women's 100 metres Freestyle,FRG,1.0,0.0,0,Australia,4
AUS,1972,Swimming,Swimming Women's 200 metres Breaststroke,FRG,0.0,1.0,0,Australia,4
AUS,1972,Swimming,Swimming Women's 200 metres Freestyle,FRG,0.0,1.0,0,Australia,4
AUS,1972,Swimming,Swimming Women's 200 metres Individual Medley,FRG,0.0,1.0,0,Australia,4
AUS,1972,Swimming,Swimming Women's 400 metres Freestyle,FRG,0.0,1.0,0,Australia,4
AUS,1972,Swimming,Swimming Women's 400 metres Individual Medley,FRG,0.0,1.0,0,Australia,4
AUS,1972,Swimming,Swimming Women's 800 metres Freestyle,FRG,0.0,0.0,1,Australia,4
AUS,1976,Equestrianism,Equestrianism Mixed Three-Day Event Team,CAN,1.0,0.0,0,Australia,4
AUS,1976,Hockey,Hockey Men's Hockey,CAN,0.0,0.0,1,Australia,4
AUS,1976,Sailing,Sailing Mixed One Person Dinghy,CAN,1.0,0.0,0,Australia,4
AUS,1976,Sailing,Sailing Mixed Two Person Dinghy,CAN,1.0,0.0,0,Australia,4
AUS,1976,Swimming,Swimming Men's 1500 metres Freestyle,CAN,1.0,0.0,0,Australia,4
AUS,1980,Athletics,Athletics Men's 400 metres,URS,0.0,0.0,1,Australia,4
AUS,1980,Canoeing,Canoeing Men's Kayak Singles 500 metres,URS,0.0,0.0,1,Australia,4
AUS,1980,Swimming,Swimming Men's 1500 metres Freestyle,URS,1.0,0.0,0,Australia,4
AUS,1980,Swimming,Swimming Men's 100 metres Breaststroke,URS,1.0,0.0,0,Australia,4
AUS,1980,Swimming,Swimming Men's 200 metres Backstroke,URS,1.0,0.0,0,Australia,4
AUS,1980,Swimming,Swimming Men's 200 metres Freestyle,URS,1.0,0.0,0,Australia,4
AUS,1980,Swimming,Swimming Men's 4 x 100 metres Medley Relay,URS,0.0,1.0,0,Australia,4
AUS,1980,Swimming,Swimming Women's 200 metres Butterfly,URS,1.0,0.0,0,Australia,4
AUS,1980,Swimming,Swimming Women's 800 metres Freestyle,URS,0.0,1.0,0,Australia,4
AUS,1984,Athletics,Athletics Men's Long Jump,USA,0.0,0.0,1,Australia,4
AUS,1984,Athletics,Athletics Women's Heptathlon,USA,0.0,1.0,0,Australia,4
AUS,1984,Athletics,Athletics Women's Shot Put,USA,1.0,0.0,0,Australia,4
AUS,1984,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,USA,1.0,0.0,0,Australia,4
AUS,1984,Cycling,Cycling Men's Team Pursuit 4000 metres,USA,0.0,1.0,0,Australia,4
AUS,1984,Rowing,Rowing Men's Coxed Eights,USA,1.0,0.0,0,Australia,4
AUS,1984,Rowing,Rowing Men's Quadruple Sculls,USA,0.0,0.0,1,Australia,4
AUS,1984,Rowing,Rowing Women's Coxed Fours,USA,1.0,0.0,0,Australia,4
AUS,1984,Sailing,Sailing Mixed Multihull,USA,1.0,0.0,0,Australia,4
AUS,1984,Shooting,Shooting Women's Sporting Pistol 25 metres,USA,1.0,0.0,0,Australia,4
AUS,1984,Swimming,Swimming Men's 100 metres Breaststroke,USA,1.0,0.0,0,Australia,4
AUS,1984,Swimming,Swimming Men's 100 metres Butterfly,USA,1.0,0.0,0,Australia,4
AUS,1984,Swimming,Swimming Men's 100 metres Freestyle,USA,0.0,0.0,1,Australia,4
AUS,1984,Swimming,Swimming Men's 200 metres Breaststroke,USA,0.0,0.0,1,Australia,4
AUS,1984,Swimming,Swimming Men's 200 metres Butterfly,USA,0.0,1.0,0,Australia,4
AUS,1984,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,USA,0.0,0.0,1,Australia,4
AUS,1984,Swimming,Swimming Men's 4 x 100 metres Medley Relay,USA,1.0,0.0,0,Australia,4
AUS,1984,Swimming,Swimming Men's 400 metres Freestyle,USA,1.0,0.0,0,Australia,4
AUS,1984,Swimming,Swimming Men's 400 metres Individual Medley,USA,1.0,0.0,0,Australia,4
AUS,1984,Swimming,Swimming Women's 200 metres Butterfly,USA,0.0,0.0,1,Australia,4
AUS,1984,Swimming,Swimming Women's 200 metres Individual Medley,USA,1.0,0.0,0,Australia,4
AUS,1984,Swimming,Swimming Women's 400 metres Individual Medley,USA,0.0,0.0,1,Australia,4
AUS,1984,Weightlifting,Weightlifting Men's Light-Heavyweight,USA,0.0,0.0,1,Australia,4
AUS,1984,Weightlifting,Weightlifting Men's Super-Heavyweight,USA,0.0,1.0,0,Australia,4
AUS,1988,Athletics,Athletics Women's 400 metres Hurdles,KOR,0.0,1.0,0,Australia,4
AUS,1988,Athletics,Athletics Women's Marathon,KOR,0.0,0.0,1,Australia,4
AUS,1988,Boxing,Boxing Men's Light-Welterweight,KOR,0.0,0.0,1,Australia,4
AUS,1988,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,KOR,1.0,0.0,0,Australia,4
AUS,1988,Canoeing,Canoeing Men's Kayak Singles 1000 metres,KOR,0.0,0.0,1,Australia,4
AUS,1988,Cycling,Cycling Men's 1000 metres Time Trial,KOR,0.0,0.0,1,Australia,4
AUS,1988,Cycling,Cycling Men's Individual Pursuit 4000 metres,KOR,0.0,0.0,1,Australia,4
AUS,1988,Cycling,Cycling Men's Sprint,KOR,1.0,0.0,0,Australia,4
AUS,1988,Cycling,Cycling Men's Team Pursuit 4000 metres,KOR,1.0,0.0,0,Australia,4
AUS,1988,Hockey,Hockey Women's Hockey,KOR,0.0,1.0,0,Australia,4
AUS,1988,Swimming,Swimming Men's 200 metres Freestyle,KOR,0.0,1.0,0,Australia,4
AUS,1988,Swimming,Swimming Men's 400 metres Freestyle,KOR,0.0,0.0,1,Australia,4
AUS,1988,Swimming,Swimming Women's 800 metres Freestyle,KOR,1.0,0.0,0,Australia,4
AUS,1988,Tennis,Tennis Women's Doubles,KOR,1.0,0.0,0,Australia,4
AUS,1992,Athletics,Athletics Men's High Jump,ESP,1.0,0.0,0,Australia,4
AUS,1992,Athletics,Athletics Women's Discus Throw,ESP,1.0,0.0,0,Australia,4
AUS,1992,Canoeing,Canoeing Men's Kayak Fours 1000 metres,ESP,1.0,0.0,0,Australia,4
AUS,1992,Canoeing,Canoeing Men's Kayak Singles 1000 metres,ESP,0.0,1.0,0,Australia,4
AUS,1992,Canoeing,Canoeing Women's Kayak Singles Slalom,ESP,0.0,0.0,1,Australia,4
AUS,1992,Cycling,Cycling Men's 1000 metres Time Trial,ESP,0.0,0.0,1,Australia,4
AUS,1992,Cycling,Cycling Men's Sprint,ESP,0.0,0.0,1,Australia,4
AUS,1992,Cycling,Cycling Men's Team Pursuit 4000 metres,ESP,0.0,0.0,1,Australia,4
AUS,1992,Cycling,Cycling Women's Individual Pursuit 3000 metres,ESP,0.0,0.0,1,Australia,4
AUS,1992,Cycling,Cycling Women's Road Race Individual,ESP,0.0,1.0,0,Australia,4
AUS,1992,Equestrianism,Equestrianism Mixed Three-Day Event Individual,ESP,0.0,1.0,0,Australia,4
AUS,1992,Equestrianism,Equestrianism Mixed Three-Day Event Team,ESP,0.0,1.0,0,Australia,4
AUS,1992,Hockey,Hockey Men's Hockey,ESP,0.0,0.0,1,Australia,4
AUS,1992,Rowing,Rowing Men's Coxless Fours,ESP,0.0,1.0,0,Australia,4
AUS,1992,Rowing,Rowing Men's Double Sculls,ESP,0.0,1.0,0,Australia,4
AUS,1992,Sailing,Sailing Men's Windsurfer,ESP,1.0,0.0,0,Australia,4
AUS,1992,Sailing,Sailing Mixed Multihull,ESP,1.0,0.0,0,Australia,4
AUS,1992,Swimming,Swimming Men's 1500 metres Freestyle,ESP,0.0,1.0,1,Australia,4
AUS,1992,Swimming,Swimming Men's 100 metres Breaststroke,ESP,1.0,0.0,0,Australia,4
AUS,1992,Swimming,Swimming Men's 400 metres Freestyle,ESP,0.0,0.0,1,Australia,4
AUS,1992,Swimming,Swimming Women's 100 metres Breaststroke,ESP,1.0,0.0,0,Australia,4
AUS,1992,Swimming,Swimming Women's 200 metres Backstroke,ESP,1.0,0.0,0,Australia,4
AUS,1992,Swimming,Swimming Women's 200 metres Butterfly,ESP,1.0,0.0,0,Australia,4
AUS,1992,Swimming,Swimming Women's 400 metres Freestyle,ESP,1.0,0.0,0,Australia,4
AUS,1992,Swimming,Swimming Women's 800 metres Freestyle,ESP,0.0,0.0,1,Australia,4
AUS,1992,Tennis,Tennis Women's Doubles,ESP,1.0,0.0,0,Australia,4
AUS,1996,Athletics,Athletics Women's 400 metres,USA,0.0,0.0,1,Australia,4
AUS,1996,Athletics,Athletics Women's Javelin Throw,USA,0.0,0.0,1,Australia,4
AUS,1996,Basketball,Basketball Women's Basketball,USA,1.0,0.0,0,Australia,4
AUS,1996,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,USA,1.0,0.0,0,Australia,4
AUS,1996,Canoeing,Canoeing Men's Kayak Doubles 500 metres,USA,1.0,0.0,0,Australia,4
AUS,1996,Canoeing,Canoeing Men's Kayak Singles 1000 metres,USA,1.0,0.0,0,Australia,4
AUS,1996,Canoeing,Canoeing Women's Kayak Doubles 500 metres,USA,1.0,0.0,0,Australia,4
AUS,1996,Cycling,Cycling Men's Individual Pursuit 4000 metres,USA,1.0,0.0,0,Australia,4
AUS,1996,Cycling,Cycling Men's Points Race,USA,1.0,0.0,0,Australia,4
AUS,1996,Cycling,Cycling Men's Team Pursuit 4000 metres,USA,1.0,0.0,0,Australia,4
AUS,1996,Cycling,Cycling Women's Points Race,USA,1.0,0.0,0,Australia,4
AUS,1996,Cycling,Cycling Women's Sprint,USA,0.0,0.0,1,Australia,4
AUS,1996,Equestrianism,Equestrianism Mixed Three-Day Event Team,USA,0.0,1.0,0,Australia,4
AUS,1996,Hockey,Hockey Men's Hockey,USA,1.0,0.0,0,Australia,4
AUS,1996,Hockey,Hockey Women's Hockey,USA,0.0,1.0,0,Australia,4
AUS,1996,Rowing,Rowing Men's Coxless Fours,USA,0.0,1.0,0,Australia,4
AUS,1996,Rowing,Rowing Men's Coxless Pairs,USA,0.0,0.0,1,Australia,4
AUS,1996,Rowing,Rowing Men's Lightweight Double Sculls,USA,1.0,0.0,0,Australia,4
AUS,1996,Rowing,Rowing Men's Quadruple Sculls,USA,1.0,0.0,0,Australia,4
AUS,1996,Rowing,Rowing Women's Coxless Pairs,USA,0.0,1.0,0,Australia,4
AUS,1996,Rowing,Rowing Women's Lightweight Double Sculls,USA,1.0,0.0,0,Australia,4
AUS,1996,Sailing,Sailing Mixed Multihull,USA,0.0,0.0,1,Australia,4
AUS,1996,Sailing,Sailing Mixed Two Person Keelboat,USA,1.0,0.0,0,Australia,4
AUS,1996,Shooting,Shooting Men's Double Trap,USA,0.0,1.0,0,Australia,4
AUS,1996,Shooting,Shooting Men's Trap,USA,0.0,1.0,0,Australia,4
AUS,1996,Shooting,Shooting Women's Double Trap,USA,1.0,0.0,0,Australia,4
AUS,1996,Softball,Softball Women's Softball,USA,1.0,0.0,0,Australia,4
AUS,1996,Swimming,Swimming Men's 1500 metres Freestyle,USA,0.0,1.0,1,Australia,4
AUS,1996,Swimming,Swimming Men's 100 metres Butterfly,USA,0.0,0.0,1,Australia,4
AUS,1996,Swimming,Swimming Men's 200 metres Butterfly,USA,1.0,0.0,0,Australia,4
AUS,1996,Swimming,Swimming Men's 200 metres Freestyle,USA,1.0,0.0,0,Australia,4
AUS,1996,Swimming,Swimming Men's 4 x 100 metres Medley Relay,USA,1.0,0.0,0,Australia,4
AUS,1996,Swimming,Swimming Men's 400 metres Freestyle,USA,1.0,0.0,0,Australia,4
AUS,1996,Swimming,Swimming Women's 100 metres Breaststroke,USA,1.0,0.0,0,Australia,4
AUS,1996,Swimming,Swimming Women's 200 metres Butterfly,USA,0.0,1.0,1,Australia,4
AUS,1996,Swimming,Swimming Women's 4 x 100 metres Medley Relay,USA,0.0,0.0,1,Australia,4
AUS,1996,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,USA,1.0,0.0,0,Australia,4
AUS,1996,Tennis,Tennis Men's Doubles,USA,0.0,1.0,0,Australia,4
AUS,1996,Weightlifting,Weightlifting Men's Super-Heavyweight,USA,1.0,0.0,0,Australia,4
AUS,2000,Archery,Archery Men's Individual,AUS,0.0,1.0,0,Australia,4
AUS,2000,Athletics,Athletics Men's Long Jump,AUS,0.0,0.0,1,Australia,4
AUS,2000,Athletics,Athletics Women's 400 metres,AUS,0.0,1.0,0,Australia,4
AUS,2000,Athletics,Athletics Women's Pole Vault,AUS,0.0,0.0,1,Australia,4
AUS,2000,Basketball,Basketball Women's Basketball,AUS,0.0,0.0,1,Australia,4
AUS,2000,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,AUS,0.0,1.0,0,Australia,4
AUS,2000,Canoeing,Canoeing Men's Kayak Doubles 500 metres,AUS,0.0,0.0,1,Australia,4
AUS,2000,Canoeing,Canoeing Women's Kayak Singles 500 metres,AUS,1.0,0.0,0,Australia,4
AUS,2000,Cycling,Cycling Men's 1000 metres Time Trial,AUS,1.0,0.0,0,Australia,4
AUS,2000,Cycling,Cycling Men's Individual Pursuit 4000 metres,AUS,1.0,0.0,0,Australia,4
AUS,2000,Cycling,Cycling Men's Keirin,AUS,0.0,0.0,1,Australia,4
AUS,2000,Cycling,Cycling Men's Madison,AUS,0.0,1.0,0,Australia,4
AUS,2000,Cycling,Cycling Men's Team Sprint,AUS,1.0,0.0,0,Australia,4
AUS,2000,Cycling,Cycling Women's 500 metres Time Trial,AUS,0.0,0.0,1,Australia,4
AUS,2000,Diving,Diving Men's Synchronized Springboard,AUS,1.0,0.0,0,Australia,4
AUS,2000,Diving,Diving Women's Synchronized Platform,AUS,1.0,0.0,0,Australia,4
AUS,2000,Equestrianism,Equestrianism Mixed Three-Day Event Individual,AUS,0.0,0.0,1,Australia,4
AUS,2000,Equestrianism,Equestrianism Mixed Three-Day Event Team,AUS,0.0,1.0,0,Australia,4
AUS,2000,Hockey,Hockey Men's Hockey,AUS,1.0,0.0,0,Australia,4
AUS,2000,Hockey,Hockey Women's Hockey,AUS,0.0,1.0,0,Australia,4
AUS,2000,Judo,Judo Women's Lightweight,AUS,1.0,0.0,0,Australia,4
AUS,2000,Rowing,Rowing Men's Coxed Eights,AUS,0.0,0.0,1,Australia,4
AUS,2000,Rowing,Rowing Men's Coxless Fours,AUS,1.0,0.0,0,Australia,4
AUS,2000,Rowing,Rowing Men's Coxless Pairs,AUS,1.0,0.0,0,Australia,4
AUS,2000,Rowing,Rowing Men's Lightweight Coxless Fours,AUS,0.0,0.0,1,Australia,4
AUS,2000,Rowing,Rowing Women's Coxless Pairs,AUS,0.0,0.0,1,Australia,4
AUS,2000,Sailing,Sailing Men's Two Person Dinghy,AUS,0.0,1.0,0,Australia,4
AUS,2000,Sailing,Sailing Mixed Multihull,AUS,0.0,0.0,1,Australia,4
AUS,2000,Sailing,Sailing Mixed One Person Dinghy,AUS,1.0,0.0,0,Australia,4
AUS,2000,Sailing,Sailing Women's Two Person Dinghy,AUS,0.0,1.0,0,Australia,4
AUS,2000,Shooting,Shooting Men's Double Trap,AUS,0.0,0.0,1,Australia,4
AUS,2000,Shooting,Shooting Men's Trap,AUS,0.0,1.0,0,Australia,4
AUS,2000,Shooting,Shooting Women's Air Pistol 10 metres,AUS,1.0,0.0,0,Australia,4
AUS,2000,Softball,Softball Women's Softball,AUS,1.0,0.0,0,Australia,4
AUS,2000,Swimming,Swimming Men's 1500 metres Freestyle,AUS,0.0,1.0,1,Australia,4
AUS,2000,Swimming,Swimming Men's 100 metres Backstroke,AUS,0.0,0.0,1,Australia,4
AUS,2000,Swimming,Swimming Men's 100 metres Butterfly,AUS,1.0,0.0,1,Australia,4
AUS,2000,Swimming,Swimming Men's 200 metres Backstroke,AUS,1.0,0.0,0,Australia,4
AUS,2000,Swimming,Swimming Men's 200 metres Butterfly,AUS,1.0,0.0,0,Australia,4
AUS,2000,Swimming,Swimming Men's 200 metres Freestyle,AUS,0.0,0.0,1,Australia,4
AUS,2000,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,AUS,0.0,1.0,0,Australia,4
AUS,2000,Swimming,Swimming Men's 4 x 100 metres Medley Relay,AUS,0.0,0.0,1,Australia,4
AUS,2000,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,AUS,0.0,1.0,0,Australia,4
AUS,2000,Swimming,Swimming Men's 400 metres Freestyle,AUS,0.0,1.0,0,Australia,4
AUS,2000,Swimming,Swimming Women's 100 metres Breaststroke,AUS,0.0,0.0,1,Australia,4
AUS,2000,Swimming,Swimming Women's 200 metres Butterfly,AUS,1.0,0.0,1,Australia,4
AUS,2000,Swimming,Swimming Women's 200 metres Freestyle,AUS,0.0,1.0,0,Australia,4
AUS,2000,Swimming,Swimming Women's 4 x 100 metres Medley Relay,AUS,0.0,0.0,1,Australia,4
AUS,2000,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,AUS,0.0,0.0,1,Australia,4
AUS,2000,Taekwondo,Taekwondo Men's Heavyweight,AUS,0.0,0.0,1,Australia,4
AUS,2000,Taekwondo,Taekwondo Women's Flyweight,AUS,0.0,1.0,0,Australia,4
AUS,2000,Tennis,Tennis Men's Doubles,AUS,0.0,0.0,1,Australia,4
AUS,2000,Trampolining,Trampolining Men's Individual,AUS,0.0,0.0,1,Australia,4
AUS,2000,Triathlon,Triathlon Women's Olympic Distance,AUS,0.0,0.0,1,Australia,4
AUS,2000,Water Polo,Water Polo Women's Water Polo,AUS,0.0,1.0,0,Australia,4
AUS,2004,Archery,Archery Men's Individual,GRE,1.0,0.0,0,Australia,4
AUS,2004,Athletics,Athletics Men's 20 kilometres Walk,GRE,1.0,0.0,0,Australia,4
AUS,2004,Athletics,Athletics Men's 4 x 400 metres Relay,GRE,0.0,0.0,1,Australia,4
AUS,2004,Athletics,Athletics Women's 20 kilometres Walk,GRE,1.0,0.0,0,Australia,4
AUS,2004,Baseball,Baseball Men's Baseball,GRE,0.0,0.0,1,Australia,4
AUS,2004,Basketball,Basketball Women's Basketball,GRE,0.0,0.0,1,Australia,4
AUS,2004,Canoeing,Canoeing Men's Kayak Doubles 500 metres,GRE,0.0,0.0,1,Australia,4
AUS,2004,Canoeing,Canoeing Men's Kayak Singles 500 metres,GRE,0.0,0.0,1,Australia,4
AUS,2004,Cycling,Cycling Men's Individual Pursuit 4000 metres,GRE,0.0,0.0,1,Australia,4
AUS,2004,Cycling,Cycling Men's Individual Time Trial,GRE,1.0,0.0,0,Australia,4
AUS,2004,Cycling,Cycling Men's Keirin,GRE,1.0,1.0,0,Australia,4
AUS,2004,Cycling,Cycling Men's Madison,GRE,0.0,1.0,0,Australia,4
AUS,2004,Cycling,Cycling Men's Sprint,GRE,0.0,1.0,0,Australia,4
AUS,2004,Cycling,Cycling Men's Team Pursuit 4000 metres,GRE,0.0,1.0,0,Australia,4
AUS,2004,Cycling,Cycling Women's 500 metres Time Trial,GRE,0.0,1.0,0,Australia,4
AUS,2004,Cycling,Cycling Women's Individual Pursuit 3000 metres,GRE,0.0,0.0,1,Australia,4
AUS,2004,Cycling,Cycling Women's Road Race Individual,GRE,0.0,1.0,0,Australia,4
AUS,2004,Cycling,Cycling Women's Sprint,GRE,1.0,0.0,0,Australia,4
AUS,2004,Diving,Diving Men's Platform,GRE,0.0,0.0,1,Australia,4
AUS,2004,Diving,Diving Men's Synchronized Platform,GRE,1.0,0.0,0,Australia,4
AUS,2004,Diving,Diving Men's Synchronized Springboard,GRE,1.0,0.0,0,Australia,4
AUS,2004,Diving,Diving Women's Platform,GRE,1.0,1.0,0,Australia,4
AUS,2004,Diving,Diving Women's Synchronized Springboard,GRE,1.0,0.0,0,Australia,4
AUS,2004,Hockey,Hockey Men's Hockey,GRE,0.0,1.0,0,Australia,4
AUS,2004,Rowing,Rowing Men's Coxed Eights,GRE,1.0,0.0,0,Australia,4
AUS,2004,Rowing,Rowing Men's Coxless Pairs,GRE,0.0,1.0,0,Australia,4
AUS,2004,Rowing,Rowing Men's Lightweight Coxless Fours,GRE,0.0,0.0,1,Australia,4
AUS,2004,Rowing,Rowing Women's Quadruple Sculls,GRE,1.0,0.0,0,Australia,4
AUS,2004,Shooting,Shooting Men's Trap,GRE,1.0,0.0,0,Australia,4
AUS,2004,Shooting,Shooting Women's Trap,GRE,0.0,1.0,0,Australia,4
AUS,2004,Softball,Softball Women's Softball,GRE,0.0,0.0,1,Australia,4
AUS,2004,Swimming,Swimming Men's 1500 metres Freestyle,GRE,0.0,1.0,0,Australia,4
AUS,2004,Swimming,Swimming Men's 100 metres Freestyle,GRE,1.0,0.0,0,Australia,4
AUS,2004,Swimming,Swimming Men's 200 metres Freestyle,GRE,0.0,1.0,0,Australia,4
AUS,2004,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,GRE,0.0,0.0,1,Australia,4
AUS,2004,Swimming,Swimming Men's 400 metres Freestyle,GRE,0.0,1.0,1,Australia,4
AUS,2004,Swimming,Swimming Women's 100 metres Breaststroke,GRE,1.0,0.0,1,Australia,4
AUS,2004,Swimming,Swimming Women's 100 metres Butterfly,GRE,0.0,1.0,0,Australia,4
AUS,2004,Swimming,Swimming Women's 100 metres Freestyle,GRE,0.0,1.0,0,Australia,4
AUS,2004,Swimming,Swimming Women's 200 metres Breaststroke,GRE,0.0,0.0,1,Australia,4
AUS,2004,Swimming,Swimming Women's 200 metres Butterfly,GRE,0.0,0.0,1,Australia,4
AUS,2004,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,GRE,0.0,1.0,0,Australia,4
AUS,2004,Swimming,Swimming Women's 4 x 100 metres Medley Relay,GRE,0.0,1.0,0,Australia,4
AUS,2004,Swimming,Swimming Women's 50 metres Freestyle,GRE,1.0,0.0,0,Australia,4
AUS,2004,Tennis,Tennis Women's Singles,GRE,1.0,0.0,0,Australia,4
AUS,2004,Triathlon,Triathlon Women's Olympic Distance,GRE,0.0,0.0,1,Australia,4
AUS,2008,Athletics,Athletics Men's 20 kilometres Walk,CHN,1.0,0.0,0,Australia,4
AUS,2008,Athletics,Athletics Men's 50 kilometres Walk,CHN,0.0,0.0,1,Australia,4
AUS,2008,Athletics,Athletics Men's Pole Vault,CHN,0.0,1.0,0,Australia,4
AUS,2008,Athletics,Athletics Women's 100 metres Hurdles,CHN,0.0,0.0,1,Australia,4
AUS,2008,Basketball,Basketball Women's Basketball,CHN,0.0,0.0,1,Australia,4
AUS,2008,Canoeing,Canoeing Men's Canadian Singles Slalom,CHN,1.0,0.0,0,Australia,4
AUS,2008,Canoeing,Canoeing Men's Kayak Singles 1000 metres,CHN,1.0,0.0,0,Australia,4
AUS,2008,Canoeing,Canoeing Men's Kayak Singles 500 metres,CHN,0.0,1.0,0,Australia,4
AUS,2008,Canoeing,Canoeing Women's Kayak Fours 500 metres,CHN,1.0,0.0,0,Australia,4
AUS,2008,Canoeing,Canoeing Women's Kayak Singles Slalom,CHN,0.0,0.0,1,Australia,4
AUS,2008,Cycling,Cycling Women's Sprint,CHN,0.0,0.0,1,Australia,4
AUS,2008,Diving,Diving Men's Platform,CHN,0.0,1.0,0,Australia,4
AUS,2008,Diving,Diving Women's Synchronized Platform,CHN,0.0,0.0,1,Australia,4
AUS,2008,Equestrianism,Equestrianism Mixed Three-Day Event Team,CHN,0.0,0.0,1,Australia,4
AUS,2008,Hockey,Hockey Men's Hockey,CHN,1.0,0.0,0,Australia,4
AUS,2008,Rowing,Rowing Men's Coxless Fours,CHN,0.0,0.0,1,Australia,4
AUS,2008,Rowing,Rowing Men's Coxless Pairs,CHN,0.0,1.0,0,Australia,4
AUS,2008,Rowing,Rowing Men's Double Sculls,CHN,0.0,1.0,0,Australia,4
AUS,2008,Sailing,Sailing Men's Two Person Dinghy,CHN,0.0,1.0,0,Australia,4
AUS,2008,Sailing,Sailing Mixed Multihull,CHN,0.0,0.0,1,Australia,4
AUS,2008,Sailing,Sailing Women's Two Person Dinghy,CHN,0.0,1.0,0,Australia,4
AUS,2008,Shooting,Shooting Men's Small-Bore Rifle Prone 50 metres,CHN,1.0,0.0,0,Australia,4
AUS,2008,Softball,Softball Women's Softball,CHN,1.0,0.0,0,Australia,4
AUS,2008,Swimming,Swimming Men's 1500 metres Freestyle,CHN,0.0,0.0,1,Australia,4
AUS,2008,Swimming,Swimming Men's 100 metres Backstroke,CHN,1.0,0.0,0,Australia,4
AUS,2008,Swimming,Swimming Men's 100 metres Butterfly,CHN,1.0,0.0,0,Australia,4
AUS,2008,Swimming,Swimming Men's 100 metres Freestyle,CHN,0.0,0.0,1,Australia,4
AUS,2008,Swimming,Swimming Men's 200 metres Breaststroke,CHN,0.0,0.0,1,Australia,4
AUS,2008,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,CHN,1.0,0.0,0,Australia,4
AUS,2008,Swimming,Swimming Men's 4 x 100 metres Medley Relay,CHN,0.0,0.0,1,Australia,4
AUS,2008,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,CHN,1.0,0.0,0,Australia,4
AUS,2008,Swimming,Swimming Women's 100 metres Breaststroke,CHN,0.0,1.0,0,Australia,4
AUS,2008,Swimming,Swimming Women's 100 metres Butterfly,CHN,1.0,1.0,0,Australia,4
AUS,2008,Swimming,Swimming Women's 100 metres Freestyle,CHN,0.0,0.0,1,Australia,4
AUS,2008,Swimming,Swimming Women's 200 metres Breaststroke,CHN,0.0,0.0,1,Australia,4
